account-creation-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/account-creation-queue-dev
account-creation-queue-dlq-dev,https://us-west-2.queue.amazonaws.com/180477243137/account-creation-queue-dlq-dev
account-process-transfers-dev,https://us-west-2.queue.amazonaws.com/180477243137/account-process-transfers-dev
account-process-transfers-dlq-dev,https://us-west-2.queue.amazonaws.com/180477243137/account-process-transfers-dlq-dev
account-process-transfers-dlq-prod,https://us-west-2.queue.amazonaws.com/180477243137/account-process-transfers-dlq-prod
account-process-transfers-prod,https://us-west-2.queue.amazonaws.com/180477243137/account-process-transfers-prod
accounting-policies-generator-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/accounting-policies-generator-queue-dev
accounting-policies-generator-queue-dlq-dev,https://us-west-2.queue.amazonaws.com/180477243137/accounting-policies-generator-queue-dlq-dev
accounting-policies-generator-queue-dlq-prod,https://us-west-2.queue.amazonaws.com/180477243137/accounting-policies-generator-queue-dlq-prod
accounting-policies-generator-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/accounting-policies-generator-queue-prod
accounts-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/accounts-queue-dev
accounts-queue-dlq-dev,https://us-west-2.queue.amazonaws.com/180477243137/accounts-queue-dlq-dev
accounts-queue-dlq-prod,https://us-west-2.queue.amazonaws.com/180477243137/accounts-queue-dlq-prod
accounts-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/accounts-queue-prod
analytics_queue,https://us-west-2.queue.amazonaws.com/180477243137/analytics_queue
applications-expiration-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/applications-expiration-queue-dev
applications-expiration-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/applications-expiration-queue-prod
aware_card_mci_send_notification_dev,https://us-west-2.queue.amazonaws.com/180477243137/aware_card_mci_send_notification_dev
aware_card_mci_send_notification_prod,https://us-west-2.queue.amazonaws.com/180477243137/aware_card_mci_send_notification_prod
banxico-api-consumer-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/banxico-api-consumer-queue-dev
banxico-api-consumer-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/banxico-api-consumer-queue-prod
best-time-to-call-v2-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/best-time-to-call-v2-queue-dev
best-time-to-call-v2-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/best-time-to-call-v2-queue-prod
blacklist-integration-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/blacklist-integration-queue-dev
blacklist-integration-queue-dlq-dev,https://us-west-2.queue.amazonaws.com/180477243137/blacklist-integration-queue-dlq-dev
blacklist-integration-queue-dlq-prod,https://us-west-2.queue.amazonaws.com/180477243137/blacklist-integration-queue-dlq-prod
blacklist-integration-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/blacklist-integration-queue-prod
bnc-active-portfolio-poller-queue-cards-dev,https://us-west-2.queue.amazonaws.com/180477243137/bnc-active-portfolio-poller-queue-cards-dev
bnc-active-portfolio-poller-queue-cards-prod,https://us-west-2.queue.amazonaws.com/180477243137/bnc-active-portfolio-poller-queue-cards-prod
bnc-active-portfolio-poller-queue-monitor-dev,https://us-west-2.queue.amazonaws.com/180477243137/bnc-active-portfolio-poller-queue-monitor-dev
bnc-active-portfolio-poller-queue-monitor-prod,https://us-west-2.queue.amazonaws.com/180477243137/bnc-active-portfolio-poller-queue-monitor-prod
bnc-monitor-update-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/bnc-monitor-update-queue-dev
bnc-monitor-update-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/bnc-monitor-update-queue-prod
bucket-event-manager-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/bucket-event-manager-queue-dev
bucket-event-manager-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/bucket-event-manager-queue-prod
card-batch-process-queue-contracts-consumer-dev.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card-batch-process-queue-contracts-consumer-dev.fifo
card-batch-process-queue-contracts-dld-dev.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card-batch-process-queue-contracts-dld-dev.fifo
card_installment_processes_execution_dev,https://us-west-2.queue.amazonaws.com/180477243137/card_installment_processes_execution_dev
card_installment_processes_execution_dlq_dev,https://us-west-2.queue.amazonaws.com/180477243137/card_installment_processes_execution_dlq_dev
card_installment_processes_execution_dlq_prod,https://us-west-2.queue.amazonaws.com/180477243137/card_installment_processes_execution_dlq_prod
card_installment_processes_execution_prod,https://us-west-2.queue.amazonaws.com/180477243137/card_installment_processes_execution_prod
card_installment_purchases_execution_dev.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card_installment_purchases_execution_dev.fifo
card_installment_purchases_execution_dlq_dev.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card_installment_purchases_execution_dlq_dev.fifo
card_installment_purchases_execution_dlq_prod.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card_installment_purchases_execution_dlq_prod.fifo
card_installment_purchases_execution_prod.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card_installment_purchases_execution_prod.fifo
card_interview_document_generator_dev,https://us-west-2.queue.amazonaws.com/180477243137/card_interview_document_generator_dev
card_interview_document_generator_dlq_dev,https://us-west-2.queue.amazonaws.com/180477243137/card_interview_document_generator_dlq_dev
card_interview_document_generator_dlq_prod,https://us-west-2.queue.amazonaws.com/180477243137/card_interview_document_generator_dlq_prod
card_interview_document_generator_prod,https://us-west-2.queue.amazonaws.com/180477243137/card_interview_document_generator_prod
card_request_process_dev,https://us-west-2.queue.amazonaws.com/180477243137/card_request_process_dev
card_request_process_dev.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card_request_process_dev.fifo
card_request_process_dlq_dev,https://us-west-2.queue.amazonaws.com/180477243137/card_request_process_dlq_dev
card_request_process_dlq_dev.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card_request_process_dlq_dev.fifo
card_request_process_dlq_prod,https://us-west-2.queue.amazonaws.com/180477243137/card_request_process_dlq_prod
card_request_process_dlq_prod.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card_request_process_dlq_prod.fifo
card_request_process_prod,https://us-west-2.queue.amazonaws.com/180477243137/card_request_process_prod
card_request_process_prod.fifo,https://us-west-2.queue.amazonaws.com/180477243137/card_request_process_prod.fifo
card_shipment_dev,https://us-west-2.queue.amazonaws.com/180477243137/card_shipment_dev
card_shipment_prod,https://us-west-2.queue.amazonaws.com/180477243137/card_shipment_prod
cards-balance-consumer-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/cards-balance-consumer-queue-dev
cards-balance-consumer-queue-dlq_dev,https://us-west-2.queue.amazonaws.com/180477243137/cards-balance-consumer-queue-dlq_dev
cards-balance-consumer-queue-dlq_prod,https://us-west-2.queue.amazonaws.com/180477243137/cards-balance-consumer-queue-dlq_prod
cards-balance-consumer-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/cards-balance-consumer-queue-prod
cards-clients-exportation-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/cards-clients-exportation-queue-prod
cards-contracts-balance-dev,https://us-west-2.queue.amazonaws.com/180477243137/cards-contracts-balance-dev
cards-contracts-balance-prod,https://us-west-2.queue.amazonaws.com/180477243137/cards-contracts-balance-prod
cards-limits-dev.fifo,https://us-west-2.queue.amazonaws.com/180477243137/cards-limits-dev.fifo
cards-limits-dlq-dev.fifo,https://us-west-2.queue.amazonaws.com/180477243137/cards-limits-dlq-dev.fifo
cards-limits-dlq-prod.fifo,https://us-west-2.queue.amazonaws.com/180477243137/cards-limits-dlq-prod.fifo
cards-limits-prod.fifo,https://us-west-2.queue.amazonaws.com/180477243137/cards-limits-prod.fifo
cards-payments-importation-queue-prod,https://us-west-2.queue.amazonaws.com/180477243137/cards-payments-importation-queue-prod
cards-payments-notifier-queue-dev,https://us-west-2.queue.amazonaws.com/180477243137/cards-payments-notifier-queue-dev
cards-payments-notifier-queue-dlq_dev,https://us-west-2.queue.amazonaws.com/180477243137/cards-payments-notifier-queue-dlq_dev
